Column       MSE            MAE            RMSE           RSE            PC             R^2            
col_3324     1.34416e-01    3.65668e-01    3.66627e-01    1.91279e+02    NaN            -1.90279e+02   
col_3325     1.05573e+00    1.02718e+00    1.02749e+00    1.18371e+03    7.40740e-01    -1.18271e+03   
col_3326     9.79964e-01    9.89863e-01    9.89931e-01    7.30023e+03    NaN            -7.29923e+03   
col_3327     1.75704e-02    1.27198e-01    1.32553e-01    9.75575e+00    5.64506e-01    -8.75575e+00   
col_3328     1.86281e-01    4.29675e-01    4.31603e-01    1.12194e+02    NaN            -1.11194e+02   
col_3329     2.87143e-01    5.35216e-01    5.35857e-01    1.52988e+03    -1.07761e-01   -1.52888e+03   
col_3330     4.30788e+00    2.06646e+00    2.07554e+00    1.31604e+03    -5.10262e-01   -1.31504e+03   
col_3331     2.28935e-01    4.75043e-01    4.78471e-01    7.00294e+01    NaN            -6.90294e+01   
col_3332     6.29115e-01    7.89874e-01    7.93167e-01    1.05179e+02    6.90548e-01    -1.04180e+02   
col_3333     7.42835e-01    8.61521e-01    8.61879e-01    9.53288e+02    5.16498e-01    -9.52288e+02   
col_3334     1.28483e+00    1.12958e+00    1.13350e+00    3.26317e+04    -4.07579e-01   -3.26307e+04   
col_3335     4.77039e-03    5.70826e-02    6.90680e-02    3.15510e+00    NaN            -2.15510e+00   
col_3336     3.09387e-01    5.50931e-01    5.56226e-01    6.53657e+02    -5.43577e-02   -6.52657e+02   
col_3337     1.25557e+00    1.11995e+00    1.12052e+00    2.56044e+04    -2.05748e-01   -2.56034e+04   
col_3338     2.12865e-01    4.59777e-01    4.61373e-01    1.44780e+02    NaN            -1.43780e+02   
col_3339     2.61497e-01    5.08479e-01    5.11368e-01    8.87620e+01    NaN            -8.77620e+01   
col_3340     2.96258e-01    5.43188e-01    5.44296e-01    2.45876e+02    NaN            -2.44876e+02   
col_3341     1.18293e-01    3.43124e-01    3.43938e-01    2.11475e+02    NaN            -2.10475e+02   
col_3342     7.23153e-01    8.32882e-01    8.50384e-01    2.08586e+02    4.94701e-01    -2.07586e+02   
col_3343     2.33325e-02    1.37721e-01    1.52750e-01    4.30456e+00    NaN            -3.30456e+00   
col_3344     2.35751e-01    4.79233e-01    4.85542e-01    5.92196e+01    1.87010e-01    -5.82196e+01   
col_3345     5.12273e-02    2.16820e-01    2.26335e-01    2.40094e+01    2.82045e-01    -2.30094e+01   
col_3346     2.72127e-01    5.12934e-01    5.21658e-01    4.49568e+01    1.46756e-01    -4.39568e+01   
col_3347     9.06512e-02    2.93331e-01    3.01083e-01    2.68194e+01    -6.31012e-01   -2.58194e+01   
col_3348     1.75968e-01    4.10224e-01    4.19486e-01    1.11695e+02    -5.37093e-01   -1.10695e+02   
col_3349     4.20642e-01    6.44736e-01    6.48569e-01    6.56143e+01    4.76240e-01    -6.46143e+01   
col_3350     7.53480e-02    2.54819e-01    2.74496e-01    9.59574e+02    -2.00109e-01   -9.58572e+02   
col_3351     7.65390e-02    2.51066e-01    2.76657e-01    1.28730e+02    -3.05145e-01   -1.27730e+02   
col_3352     2.50190e-02    1.29697e-01    1.58174e-01    2.99312e+01    -5.72228e-01   -2.89312e+01   
col_3353     3.62091e-02    1.80351e-01    1.90287e-01    9.83212e+00    NaN            -8.83212e+00   
col_3354     1.00801e+00    1.00394e+00    1.00400e+00    5.17268e+03    6.13387e-01    -5.17168e+03   
col_3355     4.31050e-02    2.00687e-01    2.07617e-01    1.52328e+01    NaN            -1.42328e+01   
col_3356     2.77129e-01    5.25049e-01    5.26431e-01    2.52316e+02    -6.79225e-01   -2.51316e+02   
col_3357     1.21214e+00    1.09840e+00    1.10097e+00    1.46583e+03    -3.46200e-01   -1.46483e+03   
col_3358     5.02552e-02    1.83592e-01    2.24177e-01    4.12303e+01    -3.43201e-01   -4.02303e+01   
col_3359     3.79035e-01    6.10484e-01    6.15658e-01    4.90374e+03    6.70821e-01    -4.90274e+03   
col_3360     1.15638e-02    9.76396e-02    1.07535e-01    1.22439e+00    NaN            -2.24386e-01   
col_3361     9.89905e-02    3.13696e-01    3.14628e-01    1.69044e+02    NaN            -1.68044e+02   
col_3362     4.45363e-01    6.65671e-01    6.67355e-01    3.54175e+03    5.51318e-01    -3.54075e+03   
col_3363     1.54568e+00    1.21948e+00    1.24326e+00    2.00895e+03    -5.43031e-01   -2.00795e+03   
col_3364     7.73052e-01    8.79225e-01    8.79234e-01    4.95945e+04    NaN            -4.95935e+04   
col_3365     1.77802e-02    1.26925e-01    1.33343e-01    1.60516e+01    4.26455e-01    -1.50516e+01   
col_3366     9.84526e-01    9.92203e-01    9.92233e-01    1.68072e+04    NaN            -1.68062e+04   
col_3367     3.70254e-01    5.98987e-01    6.08485e-01    3.22847e+01    NaN            -3.12847e+01   
col_3368     1.58682e-01    3.88143e-01    3.98349e-01    4.22256e+01    -3.76103e-01   -4.12256e+01   
col_3369     8.64661e-01    9.29863e-01    9.29871e-01    5.70606e+04    NaN            -5.70596e+04   
col_3370     2.42625e-01    4.90064e-01    4.92570e-01    9.85152e+01    NaN            -9.75152e+01   
col_3371     1.86560e-01    4.31378e-01    4.31926e-01    3.94797e+02    NaN            -3.93797e+02   
col_3372     3.57235e-02    1.81825e-01    1.89007e-01    1.34140e+01    NaN            -1.24140e+01   
col_3373     2.01952e-01    4.45523e-01    4.49391e-01    1.10318e+02    2.22920e-01    -1.09318e+02   
col_3374     3.28653e+00    1.79982e+00    1.81288e+00    1.18960e+03    -2.81961e-01   -1.18860e+03   
col_3375     1.46896e+00    1.21012e+00    1.21200e+00    3.64675e+03    7.40055e-01    -3.64575e+03   
col_3376     5.85981e-03    5.33598e-02    7.65494e-02    6.52409e+00    -1.77737e-01   -5.52410e+00   
col_3377     3.45972e-01    5.83114e-01    5.88194e-01    6.62004e+01    -7.09576e-01   -6.52004e+01   
col_3378     1.51266e+00    1.22011e+00    1.22990e+00    1.66035e+03    4.63163e-01    -1.65935e+03   
col_3379     5.35992e+00    2.30927e+00    2.31515e+00    1.65697e+04    6.36477e-01    -1.65687e+04   
col_3380     1.32968e-01    3.51377e-01    3.64648e-01    2.13279e+01    3.60463e-01    -2.03279e+01   
col_3381     2.26551e-01    4.75548e-01    4.75974e-01    5.58530e+02    NaN            -5.57530e+02   
col_3382     2.50238e+01    4.99046e+00    5.00238e+00    1.64153e+04    6.38512e-01    -1.64143e+04   
col_3383     2.53559e+00    1.58994e+00    1.59235e+00    3.56847e+02    3.17245e-01    -3.55847e+02   
col_3384     3.75550e-01    6.10050e-01    6.12821e-01    2.89611e+03    -8.31059e-01   -2.89511e+03   
col_3385     6.17666e-01    7.78534e-01    7.85918e-01    3.91692e+03    5.04755e-01    -3.91592e+03   
col_3386     1.52119e-01    3.89971e-01    3.90024e-01    3.67467e+03    NaN            -3.67367e+03   
col_3387     1.88339e-02    1.19384e-01    1.37237e-01    1.26492e+02    -1.54785e-01   -1.25492e+02   
col_3388     2.57775e-02    1.54199e-01    1.60554e-01    1.28885e+01    NaN            -1.18885e+01   
col_3389     7.97754e-01    8.91126e-01    8.93171e-01    2.18677e+02    NaN            -2.17677e+02   
col_3390     9.36518e+00    3.04817e+00    3.06026e+00    2.79798e+03    -4.92477e-01   -2.79698e+03   
col_3391     1.33068e+01    3.64713e+00    3.64784e+00    4.56227e+03    4.41236e-01    -4.56127e+03   
col_3392     7.26229e-01    8.48980e-01    8.52191e-01    3.63333e+02    2.99017e-01    -3.62333e+02   
col_3393     8.65340e-01    9.25949e-01    9.30237e-01    3.55347e+02    3.63515e-01    -3.54347e+02   
col_3394     6.36918e-01    7.96967e-01    7.98071e-01    3.61591e+02    NaN            -3.60591e+02   
col_3395     2.21128e-01    4.27497e-01    4.70242e-01    2.62358e+03    8.32461e-01    -2.62258e+03   
col_3396     5.96657e-03    7.51930e-02    7.72436e-02    1.90883e+01    NaN            -1.80883e+01   
col_3397     2.62469e-02    1.50095e-01    1.62009e-01    7.18307e+02    -8.91652e-01   -7.17308e+02   
col_3398     2.34925e-02    1.33863e-01    1.53273e-01    4.62147e+00    3.21763e-01    -3.62147e+00   
col_3399     5.79987e+00    2.40052e+00    2.40829e+00    1.47129e+03    -5.22883e-01   -1.47029e+03   
col_3400     1.33057e-01    3.61699e-01    3.64769e-01    5.96601e+01    NaN            -5.86601e+01   
col_3401     3.16938e-01    5.61390e-01    5.62973e-01    7.19744e+02    5.83525e-01    -7.18744e+02   
col_3402     7.93009e-02    2.80524e-01    2.81604e-01    1.30589e+02    NaN            -1.29589e+02   
col_3403     1.67457e-01    4.08231e-01    4.09215e-01    4.98141e+02    4.66671e-01    -4.97141e+02   
col_3404     6.03995e-01    7.76865e-01    7.77171e-01    1.69833e+03    -1.88051e-01   -1.69733e+03   
col_3405     4.46401e-01    6.64277e-01    6.68133e-01    8.68924e+01    NaN            -8.58924e+01   
col_3406     2.12757e-01    4.59418e-01    4.61256e-01    1.25702e+02    NaN            -1.24702e+02   
col_3407     4.43778e-01    6.60566e-01    6.66167e-01    9.50233e+01    -6.71155e-01   -9.40233e+01   
col_3408     6.53539e-01    8.07030e-01    8.08417e-01    2.91551e+02    NaN            -2.90551e+02   
col_3409     1.82164e+00    1.34953e+00    1.34968e+00    3.23611e+04    -2.75245e-01   -3.23601e+04   
col_3410     2.55427e-01    4.96649e-01    5.05398e-01    2.91370e+01    NaN            -2.81370e+01   
col_3411     1.50039e-02    1.20697e-01    1.22490e-01    3.44028e+01    NaN            -3.34028e+01   
col_3412     1.60300e-01    3.92941e-01    4.00375e-01    2.71799e+01    NaN            -2.61799e+01   
col_3413     5.64343e-04    2.31922e-02    2.37559e-02    2.13240e+01    NaN            -2.03240e+01   
col_3414     4.09853e-02    1.99699e-01    2.02448e-01    3.70717e+01    NaN            -3.60717e+01   
col_3415     1.37273e-01    3.70242e-01    3.70504e-01    7.06029e+02    NaN            -7.05029e+02   
col_3416     1.12306e-02    9.30556e-02    1.05975e-01    4.36775e+00    NaN            -3.36775e+00   
col_3417     9.86663e-01    9.93285e-01    9.93309e-01    2.04000e+04    NaN            -2.03990e+04   
col_3418     1.68986e+00    1.29367e+00    1.29995e+00    4.68509e+02    -4.52862e-01   -4.67509e+02   
col_3419     4.74515e-01    6.81805e-01    6.88850e-01    7.66087e+01    -2.42831e-01   -7.56087e+01   
col_3420     5.57429e-01    7.45693e-01    7.46612e-01    1.86020e+03    3.04510e-01    -1.85920e+03   
col_3421     4.33929e-01    6.56246e-01    6.58733e-01    1.12270e+02    4.26671e-01    -1.11270e+02   
col_3422     6.74076e-02    2.22374e-01    2.59630e-01    4.78525e+01    7.10423e-01    -4.68525e+01   
col_3423     3.58881e-02    1.71241e-01    1.89442e-01    5.46678e+00    NaN            -4.46678e+00   
col_3424     5.04043e-01    7.09123e-01    7.09960e-01    4.82107e+02    3.12518e-01    -4.81107e+02   
col_3425     3.73307e+00    1.93020e+00    1.93212e+00    3.99467e+03    -4.14142e-01   -3.99367e+03   
col_3426     3.22543e+01    5.67318e+00    5.67929e+00    8.73130e+03    -5.95031e-01   -8.73030e+03   
col_3427     1.41519e+01    3.74802e+00    3.76190e+00    2.56745e+05    -3.93303e-02   -2.56744e+05   
col_3428     1.47007e-03    3.71337e-02    3.83415e-02    1.07491e+00    5.95458e-01    -7.49597e-02   
col_3429     3.04748e+00    1.74515e+00    1.74570e+00    2.04185e+03    8.53747e-01    -2.04085e+03   
col_3430     3.13666e+00    1.76839e+00    1.77106e+00    3.29107e+02    1.09774e-01    -3.28107e+02   
col_3431     3.54334e+01    5.95098e+00    5.95259e+00    1.74959e+06    8.37148e-01    -1.74959e+06   
col_3432     9.55355e+00    3.08841e+00    3.09088e+00    4.31989e+05    3.80795e-01    -4.31988e+05   
col_3433     2.08721e+00    1.44260e+00    1.44472e+00    2.91651e+02    5.30496e-01    -2.90651e+02   
col_3434     7.85566e-01    8.86182e-01    8.86322e-01    1.05831e+04    4.65295e-01    -1.05821e+04   
col_3435     2.20144e+00    1.48250e+00    1.48373e+00    6.73349e+04    4.83578e-01    -6.73339e+04   
col_3436     2.56406e-01    5.00376e-01    5.06366e-01    4.35166e+02    4.03864e-01    -4.34165e+02   
col_3437     1.37828e+01    3.71001e+00    3.71252e+00    1.44882e+05    5.25176e-01    -1.44881e+05   
col_3438     7.48736e+00    2.73556e+00    2.73630e+00    2.98636e+04    3.55822e-02    -2.98626e+04   
col_3439     1.63589e+01    4.04301e+00    4.04461e+00    4.47234e+04    3.22984e-01    -4.47224e+04   
col_3440     4.21205e-01    6.47620e-01    6.49003e-01    3.20164e+02    3.46319e-01    -3.19164e+02   
col_3441     5.67182e-01    7.29994e-01    7.53115e-01    8.45388e+03    4.21984e-01    -8.45288e+03   
col_3442     1.21522e+01    3.48380e+00    3.48601e+00    2.30720e+05    5.91919e-01    -2.30719e+05   
col_3443     1.08519e-01    3.23426e-01    3.29422e-01    1.35274e+03    -4.66645e-01   -1.35174e+03   
col_3444     2.16445e+01    4.63921e+00    4.65236e+00    3.43750e+03    5.56576e-01    -3.43650e+03   
col_3445     8.40801e-02    2.87837e-01    2.89966e-01    1.57260e+02    3.81439e-01    -1.56260e+02   
col_3446     6.57022e-03    7.38979e-02    8.10569e-02    3.34198e+01    5.72128e-01    -3.24195e+01   
col_3447     1.05031e-01    3.17623e-01    3.24085e-01    4.70014e+03    4.56571e-01    -4.69915e+03   
col_3448     2.66994e+01    5.15510e+00    5.16715e+00    7.42048e+04    -6.37963e-01   -7.42038e+04   
col_3449     1.10166e+02    1.04910e+01    1.04960e+01    2.45657e+04    5.27782e-01    -2.45647e+04   
col_3450     2.46973e+01    4.96881e+00    4.96964e+00    3.44700e+04    -1.35101e-01   -3.44690e+04   
col_3451     1.14087e+01    3.37280e+00    3.37767e+00    8.46013e+03    7.46936e-02    -8.45913e+03   
col_3452     1.85063e+01    4.30168e+00    4.30190e+00    1.53247e+05    -1.93763e-01   -1.53246e+05   
col_3453     1.42049e+01    3.75978e+00    3.76894e+00    2.61088e+03    4.80155e-01    -2.60988e+03   
col_3454     1.87917e+01    4.30323e+00    4.33494e+00    4.37952e+05    -3.82642e-01   -4.37951e+05   
col_3455     5.30737e+01    7.27275e+00    7.28517e+00    4.68230e+05    4.62334e-01    -4.68229e+05   
col_3456     4.47926e+01    6.68803e+00    6.69273e+00    7.57133e+04    2.45982e-01    -7.57123e+04   
col_3457     1.39875e+01    3.73840e+00    3.73999e+00    2.88368e+03    -5.27120e-02   -2.88268e+03   
col_3458     1.24779e+02    1.11699e+01    1.11705e+01    1.51688e+06    1.08066e-01    -1.51688e+06   
col_3459     1.22546e+02    1.10404e+01    1.10701e+01    3.92298e+04    -4.64053e-01   -3.92288e+04   
col_3460     1.66364e+01    4.06335e+00    4.07877e+00    5.76781e+05    3.68135e-01    -5.76780e+05   
col_3461     5.11852e+00    2.25908e+00    2.26241e+00    1.05440e+05    4.67760e-01    -1.05439e+05   
col_3462     2.31880e+01    4.80753e+00    4.81539e+00    Infinity       3.03346e-01    -2.85895e+07   
col_3463     5.46656e+01    7.39108e+00    7.39362e+00    1.05542e+06    -2.27058e-01   -1.05542e+06   
col_3464     9.27496e+01    9.62364e+00    9.63066e+00    1.02366e+06    -1.36866e-01   -1.02366e+06   
col_3465     1.92526e+01    4.38675e+00    4.38778e+00    2.85566e+05    4.45596e-01    -2.85565e+05   
col_3466     8.76898e-02    2.89898e-01    2.96125e-01    1.57653e+02    -8.27661e-01   -1.56653e+02   
col_3467     6.17872e+00    2.48493e+00    2.48570e+00    2.38172e+04    3.32770e-01    -2.38162e+04   
col_3468     1.43037e+00    1.18445e+00    1.19598e+00    3.36937e+02    3.90275e-01    -3.35938e+02   
col_3469     1.74875e+00    1.31074e+00    1.32240e+00    1.02734e+04    4.03450e-01    -1.02724e+04   
col_3470     5.01020e+01    7.06189e+00    7.07828e+00    Infinity       -5.01409e-01   -6.42028e+07   
col_3471     2.07732e+01    4.55614e+00    4.55776e+00    7.84481e+06    3.14510e-01    -7.84481e+06   
col_3472     1.29587e-02    1.05756e-01    1.13836e-01    1.55153e+02    5.27750e-01    -1.54152e+02   
col_3473     2.06327e-01    4.51202e-01    4.54233e-01    6.43544e+01    5.53234e-01    -6.33543e+01   
col_3474     5.28948e+01    7.27046e+00    7.27288e+00    4.10426e+05    5.24975e-01    -4.10425e+05   
col_3475     1.56164e+01    3.95168e+00    3.95176e+00    1.75708e+04    5.55024e-01    -1.75698e+04   
col_3476     1.28626e+02    1.13369e+01    1.13413e+01    1.73438e+06    -5.72101e-01   -1.73438e+06   
col_3477     1.45256e+02    1.20513e+01    1.20522e+01    1.88787e+06    1.64686e-01    -1.88787e+06   
col_3478     4.24540e+00    2.05720e+00    2.06044e+00    5.00203e+04    4.73814e-01    -5.00193e+04   
col_3479     1.75883e+01    4.18884e+00    4.19384e+00    1.20731e+05    -3.69870e-01   -1.20730e+05   
col_3480     4.28817e+00    2.06044e+00    2.07079e+00    2.90169e+03    4.85480e-01    -2.90069e+03   
col_3481     2.44753e+01    4.94584e+00    4.94725e+00    4.37760e+04    7.25739e-01    -4.37750e+04   
col_3482     1.16613e-02    9.78962e-02    1.07988e-01    6.28697e+01    5.41864e-01    -6.18695e+01   
col_3483     2.85728e+00    1.68756e+00    1.69035e+00    6.52803e+04    3.85270e-02    -6.52793e+04   
col_3484     3.93368e+00    1.98058e+00    1.98335e+00    1.05660e+05    4.83959e-01    -1.05659e+05   
col_3485     1.94379e+01    4.39532e+00    4.40884e+00    8.92158e+06    -4.97532e-01   -8.92157e+06   
col_3486     7.23840e-01    8.49619e-01    8.50788e-01    Infinity       2.09496e-01    -8.90547e+05   
col_3487     7.20244e-01    8.47650e-01    8.48672e-01    5.92259e+03    2.10983e-01    -5.92159e+03   
col_3488     2.79215e-01    5.25513e-01    5.28408e-01    2.39637e+03    -5.26275e-01   -2.39537e+03   
col_3489     8.88241e-01    9.42427e-01    9.42465e-01    1.23461e+04    NaN            -1.23451e+04   
col_3490     1.03959e+00    1.01902e+00    1.01960e+00    5.69925e+04    2.59725e-01    -5.69915e+04   
col_3491     8.79839e-01    9.34155e-01    9.37997e-01    Infinity       -1.13280e-01   -8.89304e+05   
col_3492     1.06161e+00    1.02975e+00    1.03034e+00    5.92310e+05    2.38881e-01    -5.92309e+05   
col_3493     9.19740e-01    9.58270e-01    9.59031e-01    1.32849e+05    2.53819e-01    -1.32848e+05   
col_3494     1.85005e+00    1.36014e+00    1.36017e+00    2.68553e+04    5.25017e-01    -2.68543e+04   
col_3495     1.99354e-02    1.30838e-01    1.41193e-01    Infinity       4.76322e-01    -2.27611e+04   
col_3496     1.37983e+01    3.71138e+00    3.71460e+00    Infinity       1.67945e-01    -2.95753e+07   
col_3497     4.14906e-01    6.44033e-01    6.44132e-01    Infinity       -4.57277e-02   -4.73931e+05   
col_3498     9.97654e-01    9.98826e-01    9.98826e-01    Infinity       NaN            -1.07680e+06   
col_3499     9.90833e-01    9.95405e-01    9.95406e-01    3.25751e+05    NaN            -3.25750e+05   
col_3500     9.74399e+00    3.11797e+00    3.12154e+00    1.26168e+04    1.17679e-01    -1.26158e+04   
col_3501     1.31189e+00    1.12398e+00    1.14538e+00    2.98358e+04    -1.59508e-01   -2.98348e+04   
col_3502     5.37020e-01    7.31978e-01    7.32816e-01    9.55451e+02    4.72134e-01    -9.54451e+02   
col_3503     1.40616e+01    3.74823e+00    3.74988e+00    7.11146e+03    -7.91259e-01   -7.11046e+03   
col_3504     9.71546e-01    9.85633e-01    9.85670e-01    1.31774e+04    NaN            -1.31764e+04   
col_3505     7.56271e-01    8.57761e-01    8.69638e-01    4.12401e+01    4.18231e-01    -4.02401e+01   
col_3506     3.68865e-02    1.88737e-01    1.92059e-01    4.46341e+01    7.61980e-01    -4.36341e+01   
col_3507     1.67804e+01    4.08043e+00    4.09639e+00    1.20728e+03    4.92373e-01    -1.20628e+03   
col_3508     6.95097e-01    8.33389e-01    8.33725e-01    1.24221e+03    NaN            -1.24121e+03   
col_3509     6.90309e-02    1.84874e-01    2.62737e-01    8.26552e+02    -4.90586e-01   -8.25554e+02   
col_3510     2.83140e-01    5.04196e-01    5.32109e-01    7.19466e+02    6.42072e-01    -7.18467e+02   
col_3511     1.31680e-01    3.60403e-01    3.62878e-01    7.35760e+01    NaN            -7.25760e+01   
col_3512     9.88363e-01    9.94160e-01    9.94164e-01    1.19722e+05    NaN            -1.19721e+05   
col_3513     1.43849e-02    1.10186e-01    1.19937e-01    4.98919e+00    NaN            -3.98919e+00   
col_3514     9.95795e-01    9.97894e-01    9.97895e-01    4.44481e+05    NaN            -4.44480e+05   
col_3515     1.10056e+00    1.04822e+00    1.04908e+00    Infinity       -1.66421e-01   -1.69242e+06   
col_3516     1.33624e+01    3.62937e+00    3.65546e+00    4.08208e+06    -4.22890e-01   -4.08208e+06   
col_3517     6.06366e-02    2.14597e-01    2.46245e-01    Infinity       -4.41296e-01   -3.98738e+04   
col_3518     5.44492e-02    2.31136e-01    2.33343e-01    1.81568e+03    -1.72629e-01   -1.81468e+03   
col_3519     3.37586e-01    5.80472e-01    5.81022e-01    5.28503e+02    NaN            -5.27503e+02   
col_3520     9.95689e-01    9.97841e-01    9.97842e-01    Infinity       NaN            -7.65685e+05   
col_3521     1.67139e-01    3.51065e-01    4.08827e-01    2.94873e+03    -6.14492e-01   -2.94773e+03   
col_3522     6.76132e-02    2.31885e-01    2.60025e-01    3.89142e+01    6.34346e-01    -3.79142e+01   
col_3523     1.09549e+00    1.04632e+00    1.04665e+00    2.80684e+05    -8.15614e-01   -2.80683e+05   
col_3524     8.96827e-01    9.46997e-01    9.47010e-01    3.82491e+04    NaN            -3.82481e+04   
col_3525     2.00697e-01    4.44719e-01    4.47993e-01    1.73392e+03    1.50682e-01    -1.73292e+03   
col_3526     1.52089e+00    1.23060e+00    1.23324e+00    1.16393e+05    -3.36318e-01   -1.16392e+05   
col_3527     8.53407e-01    9.23793e-01    9.23800e-01    6.29829e+04    NaN            -6.29819e+04   
col_3528     3.37099e-01    5.68184e-01    5.80602e-01    2.70616e+03    -5.73227e-01   -2.70516e+03   
col_3529     5.02819e-01    7.04048e-01    7.09097e-01    7.04692e+01    NaN            -6.94692e+01   
col_3530     1.25350e+01    3.53590e+00    3.54048e+00    1.15667e+04    8.14490e-01    -1.15657e+04   
col_3531     6.95585e-01    8.33729e-01    8.34017e-01    1.44629e+03    NaN            -1.44529e+03   
col_3532     1.65879e-01    4.06480e-01    4.07283e-01    2.53967e+02    NaN            -2.52967e+02   
col_3533     9.84117e-01    9.92004e-01    9.92027e-01    2.18192e+04    NaN            -2.18182e+04   
col_3534     1.74432e-01    4.15781e-01    4.17650e-01    2.10758e+02    -1.81634e-01   -2.09758e+02   
col_3535     2.50704e-02    1.43477e-01    1.58336e-01    5.59003e+00    NaN            -4.59003e+00   
col_3536     3.30597e-02    1.75577e-01    1.81823e-01    1.48085e+01    NaN            -1.38085e+01   
col_3537     4.07858e+00    2.01393e+00    2.01955e+00    5.47316e+03    3.30806e-01    -5.47216e+03   
col_3538     9.95407e-01    9.97698e-01    9.97701e-01    1.66323e+05    NaN            -1.66322e+05   
col_3539     9.84847e-01    9.92370e-01    9.92395e-01    2.02985e+04    NaN            -2.02975e+04   
col_3540     1.51457e+00    1.23065e+00    1.23068e+00    7.17057e+04    -1.04838e-01   -7.17047e+04   
col_3541     7.08240e-01    8.41506e-01    8.41570e-01    6.55609e+03    NaN            -6.55509e+03   
col_3542     9.97623e-01    9.98810e-01    9.98811e-01    Infinity       NaN            -1.02957e+06   
col_3543     9.99288e-01    9.99644e-01    9.99644e-01    Infinity       NaN            -8.96795e+06   
col_3544     5.22977e-02    2.24999e-01    2.28687e-01    1.97132e+03    5.35536e-01    -1.97031e+03   
col_3545     9.72157e-01    9.85972e-01    9.85980e-01    6.09043e+04    NaN            -6.09033e+04   
col_3546     9.96980e-01    9.98489e-01    9.98489e-01    Infinity       NaN            -1.02383e+06   
col_3547     3.67150e-03    4.32165e-02    6.05929e-02    5.72297e+00    -6.09726e-01   -4.72298e+00   
col_3548     4.59468e-01    6.73969e-01    6.77841e-01    6.30060e+04    -7.13083e-01   -6.30051e+04   
col_3549     2.09738e-02    1.01452e-01    1.44823e-01    3.37497e+03    -4.91148e-01   -3.37394e+03   
col_3550     1.79831e+00    1.33917e+00    1.34101e+00    2.59555e+04    4.66339e-01    -2.59545e+04   
col_3551     1.68817e+00    1.29528e+00    1.29930e+00    1.75967e+03    -6.61292e-01   -1.75867e+03   
col_3552     8.82248e-02    2.70523e-01    2.97027e-01    5.86530e+00    NaN            -4.86530e+00   
col_3553     5.31206e-01    7.28663e-01    7.28839e-01    2.07462e+03    NaN            -2.07362e+03   
col_3554     4.09438e+00    2.01784e+00    2.02346e+00    9.65745e+04    -5.81071e-02   -9.65735e+04   
col_3555     2.08518e+00    1.43877e+00    1.44402e+00    6.19240e+03    -1.16789e-01   -6.19140e+03   
col_3556     2.23562e+01    4.70554e+00    4.72823e+00    4.55042e+03    3.76449e-01    -4.54942e+03   
col_3557     1.68142e+00    1.29091e+00    1.29669e+00    4.98942e+02    5.16870e-01    -4.97942e+02   
col_3558     2.73614e-01    5.18752e-01    5.23081e-01    6.06634e+01    NaN            -5.96634e+01   
col_3559     9.81978e-01    9.90910e-01    9.90948e-01    1.32520e+04    NaN            -1.32510e+04   
col_3560     1.92741e-01    4.36039e-01    4.39023e-01    7.38134e+01    NaN            -7.28134e+01   
col_3561     1.48596e-01    3.84069e-01    3.85482e-01    1.36699e+02    NaN            -1.35699e+02   
col_3562     1.48658e-01    3.75314e-01    3.85562e-01    1.82694e+01    3.00581e-01    -1.72694e+01   
col_3563     4.11688e-01    6.34204e-01    6.41629e-01    4.34562e+01    NaN            -4.24562e+01   
col_3564     5.89156e-02    2.33014e-01    2.42725e-01    1.27517e+01    NaN            -1.17517e+01   
col_3565     1.80864e-01    4.22251e-01    4.25281e-01    7.04097e+01    NaN            -6.94097e+01   
col_3566     3.19533e-04    1.48022e-02    1.78755e-02    1.28367e+00    NaN            -2.83673e-01   
col_3567     4.92381e-01    6.99187e-01    7.01699e-01    1.39926e+02    NaN            -1.38926e+02   
col_3568     1.42223e+00    1.19173e+00    1.19257e+00    8.74839e+02    9.18449e-03    -8.73839e+02   
col_3569     1.51562e+00    1.23092e+00    1.23110e+00    9.14910e+03    4.70940e-01    -9.14810e+03   
col_3570     1.58824e-02    1.15806e-01    1.26026e-01    2.89757e+00    NaN            -1.89757e+00   
col_3571     2.71479e-02    1.53555e-01    1.64766e-01    5.60275e+00    6.27409e-01    -4.60275e+00   
col_3572     9.79877e-01    9.89857e-01    9.89887e-01    1.61301e+04    NaN            -1.61291e+04   
col_3573     1.39576e+00    1.18046e+00    1.18142e+00    6.24244e+04    -9.63120e-02   -6.24234e+04   
col_3574     5.88056e-01    7.66800e-01    7.66848e-01    7.98592e+03    NaN            -7.98492e+03   
col_3575     7.34232e-02    2.34490e-01    2.70967e-01    3.98221e+00    NaN            -2.98221e+00   
col_3576     2.92798e-02    1.57488e-01    1.71113e-01    7.32368e+00    1.23500e-01    -6.32368e+00   
col_3577     9.65649e-01    9.82619e-01    9.82674e-01    8.86436e+03    NaN            -8.86336e+03   
col_3578     4.81618e-01    6.90968e-01    6.93987e-01    1.15178e+02    NaN            -1.14178e+02   
col_3579     1.29908e+00    1.13954e+00    1.13977e+00    2.27842e+03    2.98004e-01    -2.27742e+03   
col_3580     7.64828e-02    2.75925e-01    2.76555e-01    2.19721e+02    NaN            -2.18721e+02   
col_3581     2.67666e-01    5.17237e-01    5.17364e-01    2.03864e+03    NaN            -2.03764e+03   
col_3582     1.90733e-01    4.35155e-01    4.36729e-01    1.38905e+02    NaN            -1.37905e+02   
